,url_link,title,published_date,data
30,https://www.cyber.gov.au/about-us/reports-and-statistics/acsc-annual-cyber-threat-report-july-2019-june-2020,"ACSC Annual Cyber Threat Report, July 2019 to June 2020",29/03/2023,"First published: 03 Sep 2020 Last updated: 03 Sep 2020 Content written for Small & medium business Large organisations & infrastructure Government Attachments ACSC Annual Cyber Threat Report 2019-20 4.32MB .pdf Share onReport a cyber security incident for critical infrastructure Get alerts on new threats Alert Service Become an ACSC Partner Report a cybercrime or cyber security incidentAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security."
31,https://www.cyber.gov.au/about-us/reports-and-statistics/acsc-annual-cyber-threat-report-july-2020-june-2021,"ACSC Annual Cyber Threat Report, July 2020 to June 2021",29/03/2023,"First published: 15 Sep 2021 Last updated: 15 Sep 2021 Content written for Individuals & families Small & medium business Large organisations & infrastructure Government Attachments ACSC Annual Cyber Threat Report 2020-2021 2.97MB .pdf Share on The ACSC Annual Cyber Threat Report 202021 has been produced by the Australian Cyber Security Centre, with contributions from the Defence Intelligence Organisation (DIO), Australian Criminal Intelligence Commission (ACIC), Australian Security Intelligence Organisation (ASIO), The Department of Home Affairs and industry partners. About this report The ACSC Annual Cyber Threat Report 202021 has been produced by the Australian Cyber Security Centre, with contributions from the Defence Intelligence Organisation (DIO), Australian Criminal Intelligence Commission (ACIC), Australian Security Intelligence Organisation (ASIO), The Department of Home Affairs and industry partners. The report covers the financial year from 1 July 2020 to 30 June 2021. This is the second unclassified annual cyber threat report since ASD became a statutory agency in July 2018. The ACSC Annual Cyber Threat Report 201920 is accessible via the website. The report highlights the key cyber threats affecting Australian systems and networks, and uses strategic assessments, statistics, trends analysis, and case studies to describe the nature, scale, scope and impact of malicious cyber activity affecting Australian networks. It also provides advice to Australian individuals and organisations on what they can do to protect their networks from cyber threats.Report a cyber security incident for critical infrastructure Get alerts on new threats Alert Service Become an ACSC Partner Report a cybercrime or cyber security incidentAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security."
32,https://www.cyber.gov.au/about-us/reports-and-statistics/commonwealth-cyber-security-posture-2020,The Commonwealth Cyber Security Posture in 2020,29/03/2023,"First published: 10 Jun 2021 Last updated: 10 Jun 2021 Content written for Government Attachments The Commonwealth Cyber Security Posture in 2020 392KB .pdf Share on The Commonwealth Cyber Security Posture Report in 2020 informs the Parliament of the status of the Commonwealths cyber security posture. Overall, the report found that Commonwealth entities continued to improve their cyber security in 2020. Ongoing effort is required to maintain the currency and effectiveness of cyber security measures. Executive Summary The Commonwealth Cyber Security Posture in 2020 (the Report) informs the Parliament of the status of the Commonwealths cyber security posture. Overall, the Report finds that Commonwealth entities continued to improve their cyber security in 2020. Commonwealth entities have responded efficiently to cyber security advice and assistance and have increased their cyber security posture through improved alignment with the Essential Eight Strategies to Mitigate Cyber Security Incidents, basic cyber hygiene and business practices, and responses to cyber security incidents. The cyber threat environment has deteriorated in 2020. The Australian Signals Directorates (ASDs) Australian Cyber Security Centre (ACSC) has noted an increase in the number of cybercrime reports and cyber security incidents. In addition, the ACSC has noted an increase in frequency and sophistication of operations by a range of state-based actors and cybercriminal syndicates. The ACSC has also noted an increase in the speed in which malicious actors have researched and then pivoted to exploit publicly-released vulnerabilities. Levels of cyber security maturity continue to vary across the Australian government and sustained effort is required for Commonwealth entities to meet the challenges of the evolving cyber threat environment. Results from the ACSC Cyber Security Survey showed improvement in Commonwealth entity implementation of the Essential Eight strategies relating to user application hardening, application control, restricting administrative privileges and adopting daily backups. However, the baseline adoption of the Essential Eight across the Australian government still requires further improvement to meet the rapidly evolving cyber threat environment. Australias Cyber Security Strategy 2020 positions the Australian government to better meet these evolving cyber threats, investing $1.67 billion over ten years to strengthen Australias cyber security, including $1.35 billion for the Cyber Enhanced Situational Awareness and Response (CESAR) package. The CESAR package will maintain and enhance the cyber security capabilities of the ACSC and the assistance provided to Australians over the next decade. The CESAR package will enable the ACSC to identify more cyber threats, disrupt more foreign cybercriminals, build new partnerships with industry and government, and protect more Australians. The ACSCs enhanced capability and situational awareness will assist Commonwealth entities to improve and maintain their cyber security posture and resilience. The Australian government continues to grow capability, delivering positive cyber security outcomes for Commonwealth entities. In particular during 2020: the Cyber Hygiene Improvement Programs increased coverage of active Commonwealth government domains by about 320% over 150,000 threat events were prevented through a pilot Protective Domain Name System (PDNS) program the pool of independent assessors under the Information Security Registered Assessors Program (IRAP) grew by approximately 9%. The Australian government will also continue to strengthen its cyber security capabilities through the Harden Government IT Initiative, established as part of Australias Cyber Security Strategy 2020. Centralising the management and operations of information and communications technology (ICT) systems run by Commonwealth entities will help strengthen the governments cyber security posture and improve cyber resilience across those entities. The next report will be delivered in November 2022. The change in timing is to align with financial years, enabling clearer reporting, particularly in relation to significant Commonwealth funding commitments. Instead of crossing two financial years, each new report, from 2023 onwards, will focus on the cyber security posture for a single financial year. The report delivered in November 2022 will be a hybrid report, covering 1 January 2021 to 30 June 2022.Report a cyber security incident for critical infrastructure Get alerts on new threats Alert Service Become an ACSC Partner Report a cybercrime or cyber security incidentAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security."
33,https://business.gov.au/news/improve-your-cyber-security-with-new-online--learning-resources,Improve your cyber security with new online learning resources,14/12/2022,"Cyber security is everyones responsibility. The Australian Cyber Security Centre (ACSC) helps Australians strengthen their cyber defences and protect themselves from online threats. The ACSC has released a new online learning platform, which provides simple steps to help protect Australian businesses and individuals online.Although technology has made our lives easier, it has the potential to create ways for cybercriminals to attack. This is why its more important than ever to ensure youre protected online. With the ACSCs resources, its easy to learn simple steps to protect yourself from the most common cyber security incidents.The new online learning resources have been written with all levels of cyber literacy in mind. There are guides for people just starting out in improving their cyber security, to those more advanced in their knowledge and who want to take their cyber security to the next level."
34,https://business.gov.au/news/businesses-urged-to-enhance-their-cyber-security,Businesses urged to enhance their cyber security,13/10/2022,"Cyber security incidents have the potential to be devastating for all businesses, big and small. In response to the heightened cyber threat environment, the Australian Cyber Security Centre (ACSC) is urging all Australian businesses to enhance their cyber security posture to mitigate and reduce the impact of cyber threats.Following the invasion of Ukraine, the ACSC issued an alert and a series of advisories encouraging Australian businesses and organisations to review their cyber security posture and boost their defences. Malicious cyber actors may target Australian organisations to conduct espionage, disrupt services, and steal money and sensitive data.The ACSC is here to help all Australians, and has published a range of resources to help beat cyber threats:The smallest steps can make the biggest difference. Implementing ACSC guidance can help Australian businesses and organisations avoid the potentially catastrophic impact of a cyber incident."
35,https://business.gov.au/news/secure-your-portable-devices-to-protect-your-personal-information-from-cybercriminals,Secure your portable devices to protect your personal information from cybercriminals,07/03/2023,"The Australian Cyber Security Centre (ACSC) is urging Australians and businesses to secure their portable devices to prevent cybercriminals from stealing or accessing personal information. The ACSC has made it easier for Australians to secure their devices by launching the Quick Wins Guide to Securing your Portable Devices as part of its Act Now, Stay Secure campaign.Portable devices can contain lots of personal information, which makes them an attractive target for cybercriminals. Portable devices can include a range of items including laptops, phones, tablets, USBs and hard-drives."
36,https://www.industry.gov.au/news/australian-domestic-gas-security-mechanism-reforms,Australian Domestic Gas Security Mechanism reforms,31/03/2023,The new ADDAMS shows Australia's commitment to remaining a reliable trade and investment partner. It also ensures we meet our energy security needs in a time of unprecedented gas market volatility.
37,https://www.digitalhealth.gov.au/newsroom/blogs/an-opportune-time-to-build-cyber-resilience,An opportune time to build cyber resilience,31/03/2023,"Blogs  Cyber securityNow is the ideal time for Australian healthcare providers to review, refresh and strengthen their cyber security defences.While Australias healthcare system has fortunately not been overwhelmed by new patients, there are signs of a surge in healthcare cyber attacks. The Australian Cyber Security Centre (ACSC) published a record number of cyber alerts in 2020, and late last year identified a sustained campaign by sophisticated cybercrime actors impacting the Australian health sector.1 So there is no time for complacency.Australias resilience to the pandemic provides an opportunity to strengthen our cyber defences. As this pandemic has demonstrated, taking a proactive approach to foreseeable problems is by far the most effective strategy in the long run.The Australian Cyber Security Centre (ACSC) warns that various forms of cyber attacks, including ransomware, are rising in volume and sophistication. The healthcare sector is particularly likely to be targeted for multiple reasons, such as the inherent value of healthcare data in general (and vaccine-related intellectual property in particular), as well as potential vulnerabilities arising from rapidly implemented pandemic response related workflows and workarounds.Fortunately, implementing a few simple countermeasures will greatly reduce your risk of cyber attack, and may also improve the resilience and functionality of your information systems.Software updates and patches routinely include security updates that address vulnerabilities before they can be exploited. Cyber criminals can be surprisingly agile in exploiting vulnerabilities, so it is important to have a responsive process in place to receive patch notifications when they become available, and ensure they are assessed, tested, and deployed in a timely manner.The ACSC reported in March 2021 that malicious actors are exploiting Microsoft Exchange servers2, and strongly recommends applying the latest updates immediately to address this vulnerability. Detailed technical advice is also available for those who need it.3There is a growing understanding that the creation of safe environments requires a certain amount of shared vigilance. Weve all learned how to mitigate the pandemic through social distancing and other measures. A very similar security awareness needs to be developed to manage cyber security risks. Its not just a job for experts, its something that we all need to maintain awareness of as we go about our daily lives.4The Agencys Digital Health Security Awareness course is a free online training program that focuses on cultivating cyber security awareness across the health sector. With regular reinforcement, this new level of awareness can become an embedded part your organisations culture, to the benefit of yourself, your colleagues, and the people you serve.Scammers may try to obtain your personal information by claiming it is required for you to get the COVID-19 vaccine. Dont give personal information to anyone who calls you about the vaccine. Vaccine offers that ask for personal or financial information are scams. If you receive unexpected emails or text messages about the vaccine, dont click on any links. They may contain malware and give your personal information to a scammer.5To learn more and to keep up to date regarding evolving security threats, subscribe to the following free security alert and news services:1 Australian Cyber Security Centre (October 2020) Sustained targeting of the health sector 2 Australian Cyber Security Centre (March 2021) Exchange server critical vulnerabilities 3 Australian Cyber Security Centre (March 2021) Advisory 2021-002: Active exploitation of vulnerable Microsoft Exchange servers 4 Australian Digital Health Agency (March 2019) Security Behaviours: Encouraging everyone to be aware of information security 5 Scamwatch COVID-19 vaccination scams"
38,https://www.digitalhealth.gov.au/newsroom/blogs/cyber-security-hits-the-front-page,Cyber security hits the front page,31/03/2023,"Blogs  Cyber securityWhat can we learn from the recent spate of cyber attacks in Australia?Making the news is generally not a good thing. Planes that dont crash, cars that dont collide, and networks that work flawlessly are usually not that newsworthy. And you may have noticed that cyber security has been in the news quite a bit lately, especially after the recent series of high profile cyber-attacks in Australia and overseas.Cyber security hasnt always been front page news, so what has changed? And what can we do about it?One might wonder if these events are part of the post-pandemic new normal, and it is certainly true that the surge in remote and home-based working has created tempting openings for malicious actors. However, the deeper and more fundamental truth is that the cyber security landscape continually evolves as circumstances change, new attack methods are developed, and new threat actors emerge. The upshot of all this is that cyber security advice and defence will also evolve over time.The dynamics of the COVID-19 pandemic and cyber safety have a great deal in common and we can improve our understanding with some useful analogies.Very much as in healthcare, the inconvenience and disruption associated with removing and repairing a malware infection is vastly greater than any inconvenience imposed by prevention strategies.Your IT provider routinely prevents attempted cyber-attacks from reaching your systems through network monitoring, firewalls, and other techniques. Nonetheless, some malicious content will occasionally breach these defences, so general security awareness by everyone is an important protective factor.To lift security awareness across the health sector, we have developed a free Digital Health Security Awareness eLearning course, specifically designed to meet the needs of Australian healthcare providers.Cyber-attacks are likewise evolving as malicious actors seek new ways to evade existing defences. As a result, cyber safety advice will continue to evolve over time.Cyber hygiene is fundamental to ensuring cyber safety, i.e. minimising unnecessary connections, isolating suspected cases of infection, and endeavouring to reduce the risk of exposure to contagion.Interpol have developed a striking security awareness campaign based on this theme.According to Microsoft, implementing multi-factor authentication (MFA) across your organisation can block over 99.9% of attacks on your user accounts.1 This robust security solution is increasingly being offered to help individual and organisations protect their valuable information.MFA requires the user to supply a different form of authentication in addition to a password in order to access your network. MFA is a powerful defence against most forms of password attack (e.g. brute force, password spraying, or credential dumping) because the password by itself is no longer sufficient to enable access.Implementing MFA can take some time to get used to, but its a sound investment in your online security and peace of mind.1. Microsoft (August 2019) One simple action you can take to prevent 99.9 percent of attacks on your accounts 2. LastPass (October 2019) 2019 Global Password Security Report 3. JWS Research (September 2020) Cyber Security Research Report"
39,https://www.digitalhealth.gov.au/newsroom/media-releases/increased-cyber-security-requirements-for-systems-connecting-to-my-health-record,Increased cyber security requirements for systems connecting to My Health Record,31/03/2023,"Media releases  Cyber securityThe Australian Digital Health Agency (the Agency) is strengthening My Health Record protections through a new mandatory security requirements conformance profile (the profile) for clinical information systems (including those used in GP clinics, pharmacies and allied health services) connected to the My Health Record system.The profile will be effective from April 2023 following a 3-month period where industry is invited to provide feedback on the profile. Software vendors with clinical software products will be supported to implement changes to their products in a phased approach, to balance the need to strengthen security for all systems connected to My Health Record with the capability of software vendors to make necessary adjustments in a timely manner. The profile was co-developed with stakeholders including regulators, software vendors and security experts.The profile contains an evidence-based suite of security requirements that harden clinical information systems from cyber security attacks, uplift information security and provide better protection for consumer information. Each vendor with software products connected to My Health Record will be required to submit extensive evidence to demonstrate conformance to each requirement, as well as participate in an observation session conducted by an Agency specialist team.Australian Digital Health Agency Acting Chief Digital Officer, Dr. Holger Kaufmann said, Protecting sensitive information is essential in the provision of healthcare services and is a fundamental capability that is required to enable connected healthcare systems and safe, seamless, secure, and confidential information sharing across all healthcare providers.The Agency has and will continue to work with clinical information system vendors to provide support and guidance to further secure and protect their software for the benefit of patient privacy, national infrastructure, and their own businesses he said.The new requirements align to the best-practice standards recommended by the Australian Cyber Security Centre (ACSC),  detailed in the ACSCs Strategies to Mitigate Cyber Security Incidents, known as the Essential Eight, that help protect systems against a range of online and cyber security threats.Media contact Mobile: 0428 772 421 Email: media@digitalhealth.gov.au  About the Australian Digital Health Agency When it comes to improving the health of all Australians, the role of digital innovation and connection is a vital part of a modern, accessible healthcare system. Against the backdrop of COVID-19, digital health has seen exponential growth in relevance and importance, making it more pertinent than ever for all Australians and healthcare providers.  Better patient healthcare and health outcomes are possible when you have a health infrastructure that can be safely accessed, easily used and responsibly shared. For further information: www.digitalhealth.gov.au.  The Australian Digital Health Agency is a statutory authority in the form of a corporate Commonwealth entity."
40,https://www.digitalhealth.gov.au/newsroom/podcasts/cyber-security-stay-cyber-safe-keep-up-to-date,Cyber security: Stay cyber safe – keep up to date,31/03/2023,"Podcasts  Cyber securityKeep up to date with the latest cyber threats impacting the healthcare sector, and hear practical security tips to protect your organisations critical service delivery and digital information.Speakers: Donna Alexander (Agency Cyber Security Professional, Facilitator), Ben Wilkins (Clinical Reference Lead, Community Pharmacist), Greg Gebhart (Senior Trainer, eSafety Commission) and Briana Meawad (Provider Adoption Lead, Practice Manager)."
41,https://www.digitalhealth.gov.au/newsroom/podcasts/cyber-security-managing-your-digital-footprint,Cyber security: Managing your digital footprint,31/03/2023,"Podcasts  Cyber securityLearn how to protect your identity by effectively managing your digital footprint.Speakers: Dr Andrew Rochford (Facilitator), Suzanne Selby (Agency Cyber Security Professional), Kellie Britnell (Office of the eSafety Commissioner Manager Education and Training Manager), Dr Jaffly Chen (Clinical Reference Lead, Junior Medical Officer) and Shane Jackson (Community Pharmacist)."
42,https://www.digitalhealth.gov.au/newsroom/podcasts/cyber-security-backup-prepare-for-an-emergency,Cyber security: Backup – prepare for an emergency,31/03/2023,"Find out why it is important for healthcare organisations to have a robust backup process and hear practical security tips to protect your digital information.Speakers: Dr Andrew Rochford (Facilitator), Donna Alexander (Agency Cyber Security Professional), Ben Wilkins (Clinical Reference Lead, Community Pharmacist), Greg Gebhart (Senior Trainer, eSafety Commission) and Briana Meawad, (Agency Provider Adoption Lead, former Practice Manager)"
43,https://www.digitalhealth.gov.au/newsroom/podcasts/cyber-security-social-media-and-social-engineering,Cyber security: Social media and social engineering,31/03/2023,"Podcasts  Cyber securityIn this podcast, find out how to minimise the risk of your information being used in social engineered cyber-attacks.Speakers include: Dr Andrew Rochford (Facilitator), Donna Alexander (Agency Cyber Security Professional), Greg Gebhart (Senior Trainer, eSafety Commission), Dr Shane Jackson (Director of the Australian Association of Consultant Pharmacy and former national president of the Pharmaceutical Society of Australia)."
44,https://www.digitalhealth.gov.au/newsroom/podcasts/cyber-security-password-management,Cyber security: Password management,31/03/2023,"Podcasts  Cyber securityDiscover the benefits of password managers within healthcare, how multi-factor authentication works and advice to protect your privacy and confidentiality.Speakers: Donna Alexander (Agency Cyber Security Professional, Facilitator), Ben Wilkins (Clinical Reference Lead, Community Pharmacist) and Dr Jaffly Chen (Clinical Reference Lead, Junior Medical Officer)."
